Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Region,Sales_Channel,Quantity,Unit_Price_NGN,Unit_Cost_NGN,Discount_%,Revenue_NGN,Cost_NGN,Profit_NGN,Profit_Margin_%,Payment_Method
ORD-02410,2025-01-10,CUST-0452,New,Wireless Earbuds,Electronics,North West,Online,3,32800,20800,0.05,93480,62400,31080,33.25,Cash
ORD-05529,2025-01-10,CUST-1463,Returning,Budget Smartphone,Electronics,South West,Physical Store,1,82500,62500,0.06,77550,62500,15050,19.41,Cash
ORD-01180,2025-01-10,CUST-0375,Returning,Blender,Home Appliances,South West,Online,2,54800,36300,0.03,106312,72600,33712,31.71,Cash
ORD-01399,2025-01-10,CUST-0514,New,Wireless Earbuds,Electronics,North West,Online,2,32000,21400,0.08,58880,42800,16080,27.31,USSD
ORD-00454,2025-01-10,CUST-0405,Returning,Sneakers,Fashion,South East,Physical Store,1,50400,30500,0.12,44352,30500,13852,31.23,Card
ORD-06384,2025-01-10,CUST-0531,Returning,Backpack,Fashion,North Central,Social Media,2,36700,22600,0.11,65326,45200,20126,30.81,Bank Transfer
ORD-02223,2025-01-10,CUST-0689,Returning,Sneakers,Fashion,South West,Online,1,49200,29500,0.14,42312,29500,12812,30.28,USSD
ORD-05114,2025-01-10,CUST-0168,Returning,Wireless Earbuds,Electronics,South East,Online,2,31600,21400,0.09,57512,42800,14712,25.58,Bank Transfer
ORD-03997,2025-01-10,CUST-0601,Returning,Smart Watch,Wearables,South East,Physical Store,1,61400,40900,0.12,54032,40900,13132,24.3,Bank Transfer
ORD-04913,2025-01-10,CUST-1454,Returning,Budget Smartphone,Electronics,North West,Physical Store,1,83000,62500,0.07,77190,62500,14690,19.03,USSD
ORD-00429,2025-01-10,CUST-0419,Returning,Hoodie,Fashion,South East,Physical Store,3,40900,27300,0.17,101841,81900,19941,19.58,Card
ORD-06369,2025-01-10,CUST-0284,New,Air Fryer,Home Appliances,South West,Social Media,1,76600,53300,0.07,71238,53300,17938,25.18,Cash
ORD-07065,2025-01-10,CUST-0450,Returning,Blender,Home Appliances,South South,Online,4,54700,36800,0.1,196920,147200,49720,25.25,Cash
ORD-07011,2025-01-11,CUST-0122,Returning,Hoodie,Fashion,South South,Physical Store,1,42200,27200,0.07,39246,27200,12046,30.69,Cash
ORD-00830,2025-01-11,CUST-1522,New,Electric Kettle,Home Appliances,South South,Online,2,28800,19700,0.06,54144,39400,14744,27.23,Card
ORD-01493,2025-01-11,CUST-1610,New,Bluetooth Speaker,Electronics,South West,Online,2,44800,29500,0.24,68096,59000,9096,13.36,Card
ORD-04535,2025-01-11,CUST-1192,New,Backpack,Fashion,South South,Physical Store,2,35000,21300,0.12,61600,42600,19000,30.84,Bank Transfer
ORD-01944,2025-01-11,CUST-0990,Returning,Air Fryer,Home Appliances,North Central,Online,1,78200,54000,0.2,62560,54000,8560,13.68,Card
ORD-06788,2025-01-11,CUST-0722,New,Electric Kettle,Home Appliances,North Central,Physical Store,1,30100,19100,0.09,27391,19100,8291,30.27,Card
ORD-01590,2025-01-11,CUST-1592,New,Premium Smartphone,Electronics,South West,Social Media,1,182700,141300,0.07,169911,141300,28611,16.84,Card
ORD-03537,2025-01-11,CUST-1211,Returning,Wireless Earbuds,Electronics,North Central,Social Media,3,31700,21300,0.07,88443,63900,24543,27.75,Cash
ORD-04715,2025-01-11,CUST-0054,New,Power Bank,Electronics,South East,Online,2,18600,11300,0.17,30876,22600,8276,26.8,Cash
ORD-01300,2025-01-11,CUST-0874,Returning,Wireless Earbuds,Electronics,North West,Online,4,31900,21300,0.06,119944,85200,34744,28.97,Bank Transfer
ORD-06907,2025-01-11,CUST-0814,New,Power Bank,Electronics,South East,Physical Store,3,18300,11500,0.06,51606,34500,17106,33.15,Card
ORD-05429,2025-01-11,CUST-0697,Returning,Standing Fan,Home Appliances,North Central,Social Media,1,69900,45500,0.06,65706,45500,20206,30.75,Card
ORD-05630,2025-01-11,CUST-1531,New,Wireless Earbuds,Electronics,South South,Physical Store,1,32300,20700,0.12,28424,20700,7724,27.17,Bank Transfer
ORD-03458,2025-01-12,CUST-1613,Returning,Air Fryer,Home Appliances,South South,Online,4,77300,52800,0.12,272096,211200,60896,22.38,Card
ORD-06573,2025-01-12,CUST-1329,Returning,Sneakers,Fashion,South South,Online,4,47800,28800,0.1,172080,115200,56880,33.05,Bank Transfer
ORD-02951,2025-01-12,CUST-0228,New,Hoodie,Fashion,South South,Physical Store,1,43700,27000,0.25,32775,27000,5775,17.62,Bank Transfer
ORD-04160,2025-01-12,CUST-0184,New,Budget Smartphone,Electronics,South West,Online,2,84300,63300,0.08,155112,126600,28512,18.38,Card
ORD-02559,2025-01-12,CUST-1658,Returning,Premium Smartphone,Electronics,South West,Physical Store,1,183800,142500,0.03,178286,142500,35786,20.07,Card
ORD-06917,2025-01-12,CUST-0674,Returning,Backpack,Fashion,South West,Social Media,2,35000,21900,0.11,62300,43800,18500,29.7,Card
ORD-00787,2025-01-12,CUST-1002,Returning,Rice Cooker,Home Appliances,South East,Physical Store,3,51300,34900,0.08,141588,104700,36888,26.05,Cash
ORD-01869,2025-01-12,CUST-1363,Returning,Premium Smartphone,Electronics,South East,Physical Store,1,188300,141000,0.02,184534,141000,43534,23.59,Card
ORD-04244,2025-01-12,CUST-0675,New,Standing Fan,Home Appliances,North Central,Online,4,67700,46400,0.07,251844,185600,66244,26.3,USSD
ORD-02263,2025-01-12,CUST-0673,Returning,Blender,Home Appliances,South South,Physical Store,1,54900,36900,0.12,48312,36900,11412,23.62,Bank Transfer
ORD-00138,2025-01-12,CUST-1371,New,Power Bank,Electronics,North Central,Physical Store,2,17300,11500,0.05,32870,23000,9870,30.03,USSD
ORD-04531,2025-01-12,CUST-0144,Returning,Sneakers,Fashion,South West,Online,3,48100,30200,0.03,139971,90600,49371,35.27,Card
ORD-05396,2025-01-12,CUST-0722,Returning,Power Bank,Electronics,South East,Online,2,18400,11300,0.07,34224,22600,11624,33.96,Card
ORD-04642,2025-01-12,CUST-0735,New,Power Bank,Electronics,South West,Physical Store,1,18400,11600,0.1,16560,11600,4960,29.95,Bank Transfer
ORD-07284,2025-01-12,CUST-0301,Returning,Power Bank,Electronics,South West,Social Media,3,18800,11800,0.14,48504,35400,13104,27.02,Cash
ORD-04036,2025-01-12,CUST-0621,Returning,Electric Kettle,Home Appliances,North West,Online,1,30100,19600,0.13,26187,19600,6587,25.15,Card
ORD-05210,2025-01-12,CUST-0333,New,Budget Smartphone,Electronics,South East,Online,1,85000,62300,0.06,79900,62300,17600,22.03,Bank Transfer
ORD-05120,2025-01-12,CUST-0030,Returning,Budget Smartphone,Electronics,South East,Online,1,85100,61300,0.1,76590,61300,15290,19.96,Card
ORD-06702,2025-01-12,CUST-0830,New,Bluetooth Speaker,Electronics,North West,Physical Store,2,45200,29500,0.06,84976,59000,25976,30.57,Bank Transfer
ORD-02499,2025-01-12,CUST-1575,New,Backpack,Fashion,South East,Online,3,35200,21800,0.05,100320,65400,34920,34.81,Cash
ORD-01536,2025-01-12,CUST-1093,New,Budget Smartphone,Electronics,South South,Online,1,84900,61200,0.23,65373,61200,4173,6.38,Cash
ORD-03682,2025-01-12,CUST-1266,Returning,Wireless Earbuds,Electronics,South East,Online,2,32900,21400,0.21,51982,42800,9182,17.66,Card
ORD-00385,2025-01-12,CUST-1445,New,Air Fryer,Home Appliances,South West,Physical Store,1,80800,51800,0.15,68680,51800,16880,24.58,Card
ORD-05503,2025-01-13,CUST-0302,Returning,Backpack,Fashion,South East,Online,1,35100,22600,0.28,25272,22600,2672,10.57,Card
ORD-02866,2025-01-13,CUST-1728,New,Sneakers,Fashion,South South,Online,1,48700,30300,0.14,41882,30300,11582,27.65,USSD
ORD-05069,2025-01-13,CUST-1521,Returning,Fitness Band,Wearables,North Central,Online,2,37300,25300,0.23,57442,50600,6842,11.91,Bank Transfer
ORD-05467,2025-01-13,CUST-1008,New,Backpack,Fashion,North West,Physical Store,2,34800,21900,0.11,61944,43800,18144,29.29,Bank Transfer
ORD-00663,2025-01-13,CUST-0730,Returning,Sneakers,Fashion,North Central,Social Media,1,45400,29200,0.01,44946,29200,15746,35.03,USSD
ORD-05002,2025-01-13,CUST-0132,New,Backpack,Fashion,South West,Physical Store,3,34900,21600,0.1,94230,64800,29430,31.23,Bank Transfer
ORD-05500,2025-01-13,CUST-1212,New,Sneakers,Fashion,North Central,Physical Store,1,48900,31100,0.05,46455,31100,15355,33.05,Bank Transfer
ORD-01683,2025-01-13,CUST-0287,Returning,Power Bank,Electronics,South East,Online,1,18600,11500,0.19,15066,11500,3566,23.67,Card
ORD-04304,2025-01-13,CUST-1322,Returning,Smart Watch,Wearables,South East,Physical Store,2,60100,39900,0.02,117796,79800,37996,32.26,Bank Transfer
ORD-04275,2025-01-13,CUST-1456,Returning,Standing Fan,Home Appliances,South South,Physical Store,1,67600,46400,0.0,67600,46400,21200,31.36,Card
ORD-00147,2025-01-13,CUST-0642,Returning,Budget Smartphone,Electronics,South West,Physical Store,1,80300,61400,0.04,77088,61400,15688,20.35,Cash
ORD-06565,2025-01-13,CUST-1358,Returning,Backpack,Fashion,South East,Physical Store,3,35100,21800,0.12,92664,65400,27264,29.42,Bank Transfer
ORD-06564,2025-01-13,CUST-1636,New,Standing Fan,Home Appliances,North West,Online,2,69500,45300,0.05,132050,90600,41450,31.39,Card
ORD-02322,2025-01-13,CUST-1144,New,Air Fryer,Home Appliances,South South,Online,1,77000,54100,0.1,69300,54100,15200,21.93,Card
ORD-04003,2025-01-13,CUST-0475,New,Bluetooth Speaker,Electronics,North West,Social Media,1,44400,31000,0.17,36852,31000,5852,15.88,Card
ORD-06761,2025-01-13,CUST-0207,Returning,Standing Fan,Home Appliances,South East,Physical Store,2,70000,46400,0.01,138600,92800,45800,33.04,Cash
ORD-03320,2025-01-13,CUST-1427,New,Electric Kettle,Home Appliances,South East,Social Media,4,29000,19100,0.08,106720,76400,30320,28.41,Bank Transfer
ORD-06445,2025-01-13,CUST-0078,Returning,Budget Smartphone,Electronics,South South,Physical Store,3,87000,62000,0.01,258390,186000,72390,28.02,Cash
ORD-05838,2025-01-13,CUST-1007,New,Electric Kettle,Home Appliances,South West,Online,1,30400,19400,0.04,29184,19400,9784,33.53,Bank Transfer
ORD-06293,2025-01-13,CUST-1316,Returning,Blender,Home Appliances,South East,Online,1,54100,35600,0.13,47067,35600,11467,24.36,Card
ORD-06908,2025-01-13,CUST-1232,New,Smart Watch,Wearables,North Central,Physical Store,1,61800,40100,0.0,61800,40100,21700,35.11,Bank Transfer
ORD-00328,2025-01-14,CUST-1600,Returning,Power Bank,Electronics,South East,Online,1,18400,11700,0.09,16744,11700,5044,30.12,Cash
ORD-04299,2025-01-14,CUST-0689,Returning,Premium Smartphone,Electronics,South East,Physical Store,2,185900,137500,0.11,330902,275000,55902,16.89,Cash
ORD-05740,2025-01-14,CUST-0586,New,Power Bank,Electronics,North West,Physical Store,3,18500,11500,0.11,49395,34500,14895,30.15,Card
ORD-06359,2025-01-14,CUST-0649,New,Rice Cooker,Home Appliances,North Central,Physical Store,2,50200,34700,0.07,93372,69400,23972,25.67,Bank Transfer
ORD-00970,2025-01-14,CUST-1459,New,Premium Smartphone,Electronics,South South,Physical Store,4,189900,142800,0.09,691236,571200,120036,17.37,Bank Transfer
ORD-03545,2025-01-14,CUST-1606,New,Backpack,Fashion,South East,Online,1,34700,22100,0.06,32618,22100,10518,32.25,Bank Transfer
ORD-03755,2025-01-14,CUST-1027,New,Electric Kettle,Home Appliances,South West,Physical Store,1,30200,19000,0.0,30200,19000,11200,37.09,Card
ORD-04945,2025-01-14,CUST-0602,Returning,Backpack,Fashion,North Central,Physical Store,3,36400,21600,0.04,104832,64800,40032,38.19,Card
ORD-03633,2025-01-14,CUST-0212,Returning,Bluetooth Speaker,Electronics,North West,Online,3,46500,29400,0.03,135315,88200,47115,34.82,Card
ORD-04552,2025-01-14,CUST-1258,Returning,Bluetooth Speaker,Electronics,South West,Physical Store,3,45800,30000,0.11,122286,90000,32286,26.4,Cash
ORD-00844,2025-01-14,CUST-1793,New,Standing Fan,Home Appliances,South South,Online,3,69700,45800,0.11,186099,137400,48699,26.17,Card
ORD-04969,2025-01-14,CUST-0415,New,Power Bank,Electronics,South West,Physical Store,3,18300,11600,0.1,49410,34800,14610,29.57,USSD
ORD-06577,2025-01-14,CUST-0169,New,Blender,Home Appliances,South South,Online,1,57700,36100,0.03,55969,36100,19869,35.5,Bank Transfer
ORD-06744,2025-01-14,CUST-1748,New,Rice Cooker,Home Appliances,South West,Online,3,52400,34500,0.04,150912,103500,47412,31.42,Cash
ORD-07347,2025-01-14,CUST-0548,Returning,Standing Fan,Home Appliances,South South,Online,1,67500,44900,0.07,62775,44900,17875,28.47,USSD
ORD-06901,2025-01-14,CUST-1078,Returning,Bluetooth Speaker,Electronics,North Central,Physical Store,1,44500,29900,0.1,40050,29900,10150,25.34,Bank Transfer
ORD-01266,2025-01-14,CUST-0229,New,Rice Cooker,Home Appliances,South West,Physical Store,1,50900,34200,0.21,40211,34200,6011,14.95,Card
ORD-06510,2025-01-14,CUST-1301,New,Air Fryer,Home Appliances,North West,Online,2,77600,53100,0.29,110192,106200,3992,3.62,Cash
ORD-00117,2025-01-14,CUST-0683,New,Wireless Earbuds,Electronics,South East,Online,2,32200,20900,0.14,55384,41800,13584,24.53,Bank Transfer
ORD-01909,2025-01-14,CUST-1350,New,Backpack,Fashion,South South,Social Media,2,33900,22700,0.08,62376,45400,16976,27.22,Bank Transfer
ORD-01446,2025-01-14,CUST-0303,Returning,Backpack,Fashion,North West,Physical Store,1,34600,22400,0.01,34254,22400,11854,34.61,USSD
ORD-02764,2025-01-14,CUST-0898,New,Bluetooth Speaker,Electronics,North Central,Social Media,2,45800,30500,0.04,87936,61000,26936,30.63,Cash
ORD-06886,2025-01-15,CUST-1104,Returning,Rice Cooker,Home Appliances,South South,Online,1,52200,34600,0.15,44370,34600,9770,22.02,Card
ORD-06352,2025-01-15,CUST-0288,Returning,Air Fryer,Home Appliances,North Central,Online,1,78100,52900,0.17,64823,52900,11923,18.39,Card
ORD-07399,2025-01-15,CUST-1431,Returning,Sneakers,Fashion,South South,Online,1,48800,30100,0.08,44896,30100,14796,32.96,Cash
ORD-02772,2025-01-15,CUST-0095,Returning,Blender,Home Appliances,South West,Online,1,54800,36800,0.05,52060,36800,15260,29.31,Cash
ORD-06279,2025-01-15,CUST-0563,New,Air Fryer,Home Appliances,North Central,Online,2,73800,52200,0.18,121032,104400,16632,13.74,Card
ORD-05628,2025-01-15,CUST-0689,Returning,Backpack,Fashion,South South,Online,2,33900,21800,0.24,51528,43600,7928,15.39,USSD
ORD-07382,2025-01-15,CUST-1701,Returning,Sneakers,Fashion,South West,Physical Store,1,46500,29900,0.12,40920,29900,11020,26.93,Card
ORD-02038,2025-01-15,CUST-0506,New,Hoodie,Fashion,North Central,Social Media,1,41500,27700,0.1,37350,27700,9650,25.84,Bank Transfer
ORD-02728,2025-01-15,CUST-1674,New,Budget Smartphone,Electronics,South West,Social Media,4,82800,61600,0.11,294768,246400,48368,16.41,Card
ORD-01240,2025-01-15,CUST-0938,Returning,Fitness Band,Wearables,South South,Online,1,36900,24400,0.13,32103,24400,7703,23.99,USSD
ORD-03240,2025-01-15,CUST-0115,New,Backpack,Fashion,South South,Online,2,35800,21800,0.11,63724,43600,20124,31.58,Card
ORD-04236,2025-01-15,CUST-1773,Returning,Electric Kettle,Home Appliances,South South,Physical Store,1,30500,19800,0.11,27145,19800,7345,27.06,Card
ORD-02203,2025-01-15,CUST-0774,Returning,Hoodie,Fashion,South West,Online,1,42600,26700,0.12,37488,26700,10788,28.78,Card
ORD-04592,2025-01-15,CUST-0498,New,Power Bank,Electronics,South East,Physical Store,4,18200,11000,0.09,66248,44000,22248,33.58,Card
ORD-04751,2025-01-15,CUST-1414,New,Bluetooth Speaker,Electronics,South South,Physical Store,2,45000,30400,0.03,87300,60800,26500,30.36,Cash
ORD-02630,2025-01-15,CUST-0382,Returning,Backpack,Fashion,South West,Online,2,34300,22300,0.16,57624,44600,13024,22.6,Bank Transfer
ORD-02881,2025-01-15,CUST-0893,New,Hoodie,Fashion,South East,Social Media,1,42800,27500,0.28,30816,27500,3316,10.76,Bank Transfer
ORD-07111,2025-01-15,CUST-0783,New,Backpack,Fashion,South West,Physical Store,5,32100,21300,0.17,133215,106500,26715,20.05,Card
ORD-01452,2025-01-15,CUST-1336,New,Standing Fan,Home Appliances,South South,Physical Store,2,71600,46300,0.07,133176,92600,40576,30.47,Card
ORD-04458,2025-01-15,CUST-0339,Returning,Premium Smartphone,Electronics,South West,Social Media,3,190700,140200,0.24,434796,420600,14196,3.26,Cash
ORD-00870,2025-01-15,CUST-0450,Returning,Budget Smartphone,Electronics,South West,Online,2,82100,62100,0.06,154348,124200,30148,19.53,Cash
ORD-06706,2025-01-15,CUST-0771,Returning,Budget Smartphone,Electronics,North Central,Online,3,85200,61700,0.06,240264,185100,55164,22.96,Card
ORD-04194,2025-01-15,CUST-0352,Returning,Wireless Earbuds,Electronics,South West,Online,2,32500,21000,0.05,61750,42000,19750,31.98,Cash
ORD-06520,2025-01-16,CUST-1340,Returning,Hoodie,Fashion,South South,Physical Store,5,42800,26700,0.05,203300,133500,69800,34.33,Card
ORD-00056,2025-01-16,CUST-0563,Returning,Wireless Earbuds,Electronics,South South,Physical Store,3,31900,20900,0.26,70818,62700,8118,11.46,Bank Transfer
ORD-00902,2025-01-16,CUST-0430,New,Bluetooth Speaker,Electronics,North Central,Social Media,1,45500,30200,0.13,39585,30200,9385,23.71,Cash
ORD-04189,2025-01-16,CUST-0477,Returning,Backpack,Fashion,South South,Social Media,3,34000,22600,0.14,87720,67800,19920,22.71,Cash
ORD-04596,2025-01-16,CUST-0410,Returning,Electric Kettle,Home Appliances,South West,Online,2,30000,19200,0.01,59400,38400,21000,35.35,Card
ORD-00562,2025-01-16,CUST-1205,Returning,Wireless Earbuds,Electronics,North Central,Online,4,32700,21000,0.16,109872,84000,25872,23.55,Bank Transfer
ORD-03880,2025-01-16,CUST-0709,New,Premium Smartphone,Electronics,North Central,Online,1,193600,141500,0.14,166496,141500,24996,15.01,Cash
ORD-01099,2025-01-16,CUST-0026,Returning,Wireless Earbuds,Electronics,South South,Social Media,3,32500,21000,0.13,84825,63000,21825,25.73,USSD
ORD-04092,2025-01-16,CUST-0416,Returning,Budget Smartphone,Electronics,South West,Social Media,1,84800,61500,0.08,78016,61500,16516,21.17,Bank Transfer
ORD-05134,2025-01-16,CUST-1652,Returning,Budget Smartphone,Electronics,South South,Online,3,80500,62800,0.02,236670,188400,48270,20.4,Bank Transfer
ORD-06268,2025-01-16,CUST-0977,New,Premium Smartphone,Electronics,North Central,Online,1,184300,139900,0.03,178771,139900,38871,21.74,USSD
ORD-02339,2025-01-16,CUST-1065,Returning,Wireless Earbuds,Electronics,South West,Physical Store,2,32500,20900,0.1,58500,41800,16700,28.55,Bank Transfer
ORD-00250,2025-01-16,CUST-1326,Returning,Premium Smartphone,Electronics,South South,Online,2,180900,136300,0.14,311148,272600,38548,12.39,Bank Transfer
ORD-01871,2025-01-16,CUST-0136,New,Power Bank,Electronics,South West,Online,3,16900,11700,0.14,43602,35100,8502,19.5,Cash
ORD-01019,2025-01-16,CUST-1141,Returning,Backpack,Fashion,South South,Online,3,36300,21600,0.04,104544,64800,39744,38.02,USSD
ORD-00817,2025-01-16,CUST-1488,Returning,Backpack,Fashion,North Central,Online,3,35600,21500,0.16,89712,64500,25212,28.1,Cash
ORD-04320,2025-01-16,CUST-0682,Returning,Hoodie,Fashion,North West,Online,2,42800,26800,0.03,83032,53600,29432,35.45,Card
ORD-03852,2025-01-17,CUST-1704,Returning,Wireless Earbuds,Electronics,North West,Online,2,30400,21100,0.18,49856,42200,7656,15.36,Cash
ORD-07161,2025-01-17,CUST-0393,Returning,Premium Smartphone,Electronics,South East,Physical Store,1,183200,141100,0.1,164880,141100,23780,14.42,Bank Transfer
ORD-01806,2025-01-17,CUST-0402,Returning,Bluetooth Speaker,Electronics,North Central,Online,2,43500,30100,0.12,76560,60200,16360,21.37,Card
ORD-04127,2025-01-17,CUST-1421,New,Wireless Earbuds,Electronics,South East,Social Media,5,32100,20800,0.03,155685,104000,51685,33.2,Bank Transfer
ORD-03871,2025-01-17,CUST-1800,Returning,Hoodie,Fashion,South West,Online,2,43100,26600,0.1,77580,53200,24380,31.43,USSD
ORD-06313,2025-01-17,CUST-0948,New,Electric Kettle,Home Appliances,North Central,Social Media,4,29600,19500,0.1,106560,78000,28560,26.8,Cash
ORD-00397,2025-01-17,CUST-0160,Returning,Sneakers,Fashion,South South,Physical Store,1,48600,30300,0.07,45198,30300,14898,32.96,Card
ORD-00811,2025-01-17,CUST-1605,New,Sneakers,Fashion,North West,Online,3,46900,29100,0.31,97083,87300,9783,10.08,Cash
ORD-04551,2025-01-17,CUST-0865,New,Bluetooth Speaker,Electronics,South East,Physical Store,1,45700,30000,0.04,43872,30000,13872,31.62,Cash
ORD-03013,2025-01-17,CUST-1453,New,Wireless Earbuds,Electronics,North West,Online,2,32300,21300,0.26,47804,42600,5204,10.89,USSD
ORD-00352,2025-01-17,CUST-1699,New,Premium Smartphone,Electronics,South East,Online,1,185600,141000,0.14,159616,141000,18616,11.66,Bank Transfer
